date,close
20110101,3000.0
20141114,3000.0
20141117,2957.78
20141118,2929.12
20141119,2909.69
20141120,2892.99
20141121,2904.56
20141124,2976.14
20141125,2970.07
20141126,3017.36
20141127,3005.2
20141128,3029.48
20141201,2959.28
20141202,3017.6
20141203,3011.63
20141204,3067.28
20141205,3081.98
20141208,3098.3
20141209,3022.98
20141210,3028.74
20141211,3002.73
20141212,3006.04
20141215,3002.57
20141216,2967.47
20141217,2988.18
20141218,3010.29
20141219,3026.03
20141222,3088.42
20141223,3065.57
20141224,3061.12
20141225,3061.12
20141226,3061.12
20141229,3133.97
20141230,3103.39
20141231,3125.01
20150101,3125.01
20150102,3196.63
20150105,3209.33
20150106,3170.5
20150107,3161.6
20150108,3163.26
20150109,3175.25
20150112,3165.01
20150113,3176.74
20150114,3159.12
20150115,3168.68
20150116,3142.5
20150119,3059.53
20150120,3091.39
20150121,3144.5
20150122,3152.76
20150123,3196.01
20150126,3189.34
20150127,3158.7
20150128,3148.76
20150129,3102.06
20150130,3100.04
20150202,3084.0
20150203,3098.39
20150204,3110.3
20150205,3105.38
20150206,3087.97
20150209,3066.32
20150210,3075.79
20150211,3061.51
20150212,3077.29
20150213,3101.55
20150216,3102.55
20150217,3114.89
20150218,3123.78
20150219,3123.78
20150220,3123.78
20150223,3114.51
20150224,3105.19
20150225,3116.65
20150226,3155.0
20150227,3142.13
20150302,3147.4
20150303,3105.26
20150304,3073.96
20150305,3039.87
20150306,3032.95
20150309,3035.75
20150310,3007.08
20150311,2982.32
20150312,2996.02
20150313,3013.49
20150316,3028.1
20150317,3015.56
20150318,3027.55
20150319,3069.04
20150320,3069.16
20150323,3075.43
20150324,3068.55
20150325,3072.51
20150326,3058.48
20150327,3072.31
20150330,3162.8
20150331,3158.49
20150401,3186.6
20150402,3223.8
20150403,3223.8
20150406,3223.8
20150407,3223.8
20150408,3355.64
20150409,3442.1
20150410,3488.17
20150413,3659.74
20150414,3605.12
20150415,3634.91
20150416,3666.78
20150417,3635.78
20150420,3569.84
20150421,3626.82
20150422,3680.84
20150423,3668.07
20150424,3710.18
20150427,3788.59
20150428,3776.03
20150429,3762.37
20150430,3832.56
20150501,3832.56
20150504,3917.97
20150505,3825.47
20150506,3762.07
20150507,3677.26
20150508,3775.35
20150511,3766.63
20150512,3695.72
20150513,3687.3
20150514,3693.03
20150515,3739.52
20150518,3697.53
20150519,3727.48
20150520,3718.77
20150521,3686.81
20150522,3747.04
20150525,3747.04
20150526,3815.43
20150527,3829.85
20150528,3735.1
20150529,3589.33
20150601,3647.31
20150602,3633.49
20150603,3612.97
20150604,3606.65
20150605,3566.69
20150608,3589.74
20150609,3533.96
20150610,3484.46
20150611,3494.51
20150612,3558.77
20150615,3504.64
20150616,3375.62
20150617,3429.31
20150618,3430.76
20150619,3407.87
20150622,3433.64
20150623,3511.8
20150624,3509.29
20150625,3478.02
20150626,3392.74
20150629,3316.5
20150630,3379.97
20150701,3379.97
20150702,3342.18
20150703,3295.64
20150706,3203.71
20150707,3106.76
20150708,2937.5
20150709,3061.48
20150710,3146.18
20150713,3193.44
20150714,3167.12
20150715,3150.67
20150716,3172.36
20150717,3214.57
20150720,3201.14
20150721,3218.69
20150722,3193.56
20150723,3220.29
20150724,3200.7
20150727,3094.37
20150728,3097.31
20150729,3136.12
20150730,3101.59
20150731,3111.12
20150803,3068.7
20150804,3081.89
20150805,3096.27
20150806,3086.12
20150807,3130.8
20150810,3146.79
20150811,3140.07
20150812,3063.96
20150813,3062.58
20150814,3074.45
20150817,3047.32
20150818,2996.25
20150819,2967.22
20150820,2909.41
20150821,2863.76
20150824,2697.58
20150825,2663.83
20150826,2650.49
20150827,2767.77
20150828,2777.14
20150831,2787.43
20150901,2726.71
20150902,2658.95
20150903,2658.95
20150904,2635.44
20150907,2605.48
20150908,2716.51
20150909,2828.64
20150910,2764.05
20150911,2746.03
20150914,2749.06
20150915,2731.42
20150916,2787.51
20150917,2781.26
20150918,2807.8
20150921,2792.97
20150922,2789.87
20150923,2712.98
20150924,2688.38
20150925,2693.21
20150928,2693.21
20150929,2605.05
20150930,2658.04
20151001,2658.04
20151002,2744.19
20151005,2783.33
20151006,2777.95
20151007,2894.52
20151008,2860.84
20151009,2897.08
20151012,2934.56
20151013,2913.75
20151014,2903.71
20151015,2971.12
20151016,2982.87
20151019,2973.93
20151020,2971.99
20151021,2971.99
20151022,2952.93
20151023,2992.55
20151026,2980.28
20151027,2986.82
20151028,2960.39
20151029,2958.32
20151030,2949.83
20151102,2918.04
20151103,2952.37
20151104,3001.27
20151105,2999.32
20151106,2976.99
20151109,2965.81
20151110,2943.14
20151111,2932.42
20151112,2968.69
20151113,2883.98
20151116,2851.37
20151117,2886.11
20151118,2882.83
20151119,2921.13
20151120,2945.39
20151123,2954.02
20151124,2937.36
20151125,2920.96
20151126,2909.6
20151127,2839.94
20151130,2813.14
20151201,2876.37
20151202,2892.62
20151203,2868.22
20151204,2836.42
20151207,2835.09
20151208,2800.3
20151209,2786.63
20151210,2770.41
20151211,2730.32
20151214,2709.57
20151215,2718.58
20151216,2763.42
20151217,2816.35
20151218,2808.95
20151221,2823.4
20151222,2837.24
20151223,2872.18
20151224,2893.25
20151225,2893.25
20151228,2861.03
20151229,2877.0
20151230,2868.79
20151231,2871.91
20160101,2871.91
20160104,2778.35
20160105,2786.16
20160106,2765.92
20160107,2661.54
20160108,2679.02
20160111,2589.82
20160112,2567.41
20160113,2574.9
20160114,2565.44
20160115,2510.13
20160118,2466.47
20160119,2530.29
20160120,2429.53
20160121,2363.06
20160122,2445.76
20160125,2462.44
