date,close
20050828,1000.0
20050901,1006.9999999999999
20050908,1006.9999999999999
20050914,1025.000125
20050915,1023.000349756125
20050918,1027.0002811236716
20050919,1017.0003793863705
20050920,999.000489671611
20050921,978.0005003782242
20050922,971.0009507970173
20050925,973.001212755659
20050926,959.0016713065306
20050927,958.0014325633579
20050928,970.0013585076466
20050929,971.0014299082679
20051009,961.0010861816428
20051010,974.0015088755081
20051011,977.0014335228446
20051012,970.0012182516534
20051013,959.0014044366796
20051016,951.001414720869
20051017,956.0017801594712
20051018,952.001868711284
20051019,953.0014706734308
20051020,958.0018693900544
20051023,959.0020233416976
20051024,946.0017919132775
20051025,926.001422028647
20051026,926.001422028647
20051027,918.0016957437416
20051030,925.0014586737876
20051031,921.001752366482
20051101,931.0019893936774
20051102,923.0018892988176
20051103,927.0021794870387
20051106,926.001944135372
20051107,930.002272534037
20051108,927.0020852028422
20051109,911.0020292122412
20051110,913.001678666362
20051113,910.0015551502643
20051114,905.0010966047136
20051115,911.0012538752027
20051116,911.0012538752027
20051117,930.0010960260239
20051120,932.0015283835759
20051121,917.0018957857706
20051122,924.002288258199
20051123,930.0027591181477
20051124,933.0029480190628
20051127,929.003164380905
20051128,920.0029817243827
20051129,922.0030682066515
20051130,921.0026948776472
20051201,920.00248595101
20051204,911.0021016309514
20051205,918.0022417798837
20051206,926.0026313169953
20051207,926.0026313169953
20051208,940.0028650998771
20051211,941.0030281483432
20051212,942.0033143672649
20051213,951.0032140327298
20051214,949.003254273619
20051215,955.0028528471368
20051218,956.0027408340677
20051219,960.0026563017174
20051220,956.0023252329081
20051221,962.0021958260697
20051222,969.002685805096
20051225,976.0027612073519
20051226,973.0025287194004
20051227,975.0020489159186
20051228,989.0021033363023
20051229,981.002065322415
20051230,981.002065322415
20060103,999.002472219016
20060104,1016.0024972887669
20060105,1028.0025027842446
20060108,1033.0027069577873
20060109,1035.0026001984575
20060110,1031.0023151486903
20060111,1041.002006603317
20060112,1036.0020739656015
20060115,1018.0015379304492
20060116,1021.0015884627304
20060117,1040.0014070224336
20060118,1048.0010978452501
20060119,1050.0006839399389
20060122,1053.0005358939554
20060123,1056.0005344207173
20060124,1067.0008919877778
20060205,1090.0011632154662
20060206,1086.0008589464655
20060207,1089.0003933188757
20060208,1075.0002042623682
20060209,1087.0004315425492
20060212,1086.00039114553
20060213,1093.9998700267079
20060214,1096.9996176703212
20060215,1075.9997539892584
20060216,1078.0000375319244
20060219,1079.999727601546
20060220,1094.999843818204
20060221,1094.999843818204
20060222,1098.000143390266
20060223,1104.9998943043788
20060226,1110.000018826106
20060227,1116.9996789448235
20060228,1119.9999400824695
20060301,1107.0001007779322
20060302,1110.9996921420432
20060305,1107.9999929732596
20060306,1085.0001291191206
20060307,1080.9997336430586
20060308,1075.65310896046
20060309,1079.9299057216867
20060312,1090.6222917182372
