净值日期,累计净值
2008-05-23,1.1263
2008-05-26,1.1258
2008-05-27,1.1262
2008-05-28,1.1274
2008-05-29,1.1268
2008-05-30,1.1269
2008-06-02,1.128
2008-06-03,1.1273
2008-06-04,1.1266
2008-06-05,1.1267
2008-06-06,1.1266
2008-06-10,1.1232
2008-06-11,1.1227
2008-06-12,1.123
2008-06-13,1.1221
2008-06-16,1.1224
2008-06-17,1.122
2008-06-18,1.1233
2008-06-19,1.1216
2008-06-20,1.122
2008-06-23,1.1223
2008-06-24,1.1228
2008-06-25,1.1237
2008-06-26,1.1239
2008-06-27,1.1221
2008-06-30,1.1221
2008-07-01,1.1219
2008-07-02,1.1223
2008-07-03,1.1237
2008-07-04,1.1237
2008-07-07,1.1256
2008-07-08,1.1259
2008-07-09,1.127
2008-07-10,1.1264
2008-07-11,1.1262
2008-07-14,1.127
2008-07-15,1.1259
2008-07-16,1.1249
2008-07-17,1.1253
2008-07-18,1.1258
2008-07-21,1.1269
2008-07-22,1.1273
2008-07-23,1.1271
2008-07-24,1.1276
2008-07-25,1.1277
2008-07-28,1.1277
2008-07-29,1.1272
2008-07-30,1.1272
2008-07-31,1.1267
2008-08-01,1.1268
2008-08-04,1.126
2008-08-05,1.1253
2008-08-06,1.1251
2008-08-07,1.1249
2008-08-08,1.1239
2008-08-11,1.1229
2008-08-12,1.1231
2008-08-13,1.1238
2008-08-14,1.124
2008-08-15,1.1243
2008-08-18,1.1255
2008-08-19,1.1263
2008-08-20,1.1273
2008-08-21,1.1265
2008-08-22,1.1261
2008-08-25,1.1263
2008-08-26,1.126
2008-08-27,1.1259
2008-08-28,1.1264
2008-08-29,1.1273
2008-09-01,1.1275
2008-09-02,1.1278
2008-09-03,1.1281
2008-09-04,1.1283
2008-09-05,1.1284
2008-09-08,1.1297
2008-09-09,1.1298
2008-09-10,1.1303
2008-09-11,1.1306
2008-09-12,1.1299
2008-09-16,1.1314
2008-09-17,1.1329
2008-09-18,1.1318
2008-09-19,1.1322
2008-09-22,1.1321
2008-09-23,1.132
2008-09-24,1.1325
2008-09-25,1.1351
2008-09-26,1.1349
2008-09-30,1.135
2008-10-06,1.1353
2008-10-07,1.1373
2008-10-08,1.1424
2008-10-09,1.1478
2008-10-10,1.1497
2008-10-13,1.1504
2008-10-14,1.1495
2008-10-15,1.1507
2008-10-16,1.151
2008-10-17,1.1507
2008-10-20,1.1505
2008-10-21,1.151
2008-10-22,1.1514
2008-10-23,1.1508
2008-10-24,1.1513
2008-10-27,1.1512
2008-10-28,1.1543
2008-10-29,1.1559
2008-10-30,1.1589
2008-10-31,1.1583
2008-11-03,1.1589
2008-11-04,1.1587
2008-11-05,1.1602
2008-11-06,1.1632
2008-11-07,1.1645
2008-11-10,1.1691
2008-11-11,1.1704
2008-11-12,1.174
2008-11-13,1.18
2008-11-14,1.1758
2008-11-17,1.1751
2008-11-18,1.1738
2008-11-19,1.1708
2008-11-20,1.1714
2008-11-21,1.1736
2008-11-24,1.1723
2008-11-25,1.1691
2008-11-26,1.1724
2008-11-27,1.1827
2008-11-28,1.1797
2008-12-01,1.1798
2008-12-02,1.1827
2008-12-03,1.1869
2008-12-04,1.1892
2008-12-05,1.1936
2008-12-08,1.1946
2008-12-09,1.1878
2008-12-10,1.1911
2008-12-11,1.1913
2008-12-12,1.1921
2008-12-15,1.1944
2008-12-16,1.1969
2008-12-17,1.2026
2008-12-18,1.2069
2008-12-19,1.2097
2008-12-22,1.2072
2008-12-23,1.2067
2008-12-24,1.2058
2008-12-25,1.2044
2008-12-26,1.2041
2008-12-29,1.2042
2008-12-30,1.2037
2008-12-31,1.2039
2009-01-05,1.2069
2009-01-06,1.2086
2009-01-07,1.2098
2009-01-08,1.2105
2009-01-09,1.2119
2009-01-12,1.2119
2009-01-13,1.2092
2009-01-14,1.2062
2009-01-15,1.2023
2009-01-16,1.201
2009-01-19,1.1989
2009-01-20,1.195
2009-01-21,1.1938
2009-01-22,1.1984
2009-01-23,1.2005
2009-02-02,1.2007
2009-02-03,1.1983
2009-02-04,1.1963
2009-02-05,1.1932
2009-02-06,1.1968
2009-02-09,1.1988
2009-02-10,1.2007
2009-02-11,1.2018
2009-02-12,1.2048
2009-02-13,1.2089
2009-02-16,1.2113
2009-02-17,1.2062
