净值日期,累计净值
2008-10-22,1.0
2008-10-24,1.0
2008-10-27,1.0
2008-10-28,1.0
2008-10-29,1.0
2008-10-30,1.001
2008-10-31,1.001
2008-11-03,1.001
2008-11-04,1.001
2008-11-05,1.002
2008-11-06,1.005
2008-11-07,1.006
2008-11-10,1.008
2008-11-11,1.01
2008-11-12,1.013
2008-11-13,1.018
2008-11-14,1.014
2008-11-17,1.012
2008-11-18,1.013
2008-11-19,1.009
2008-11-20,1.01
2008-11-21,1.012
2008-11-24,1.012
2008-11-25,1.01
2008-11-26,1.013
2008-11-27,1.021
2008-11-28,1.018
2008-12-01,1.018
2008-12-02,1.021
2008-12-03,1.024
2008-12-04,1.027
2008-12-05,1.029
2008-12-08,1.03
2008-12-09,1.025
2008-12-10,1.027
2008-12-11,1.028
2008-12-12,1.03
2008-12-15,1.032
2008-12-16,1.033
2008-12-17,1.038
2008-12-18,1.042
2008-12-19,1.044
2008-12-22,1.044
2008-12-23,1.045
2008-12-24,1.044
2008-12-25,1.043
2008-12-26,1.042
2008-12-29,1.043
2008-12-30,1.042
2008-12-31,1.043
2009-01-05,1.046
2009-01-06,1.047
2009-01-07,1.049
2009-01-08,1.05
2009-01-09,1.051
2009-01-12,1.05
2009-01-13,1.048
2009-01-14,1.045
2009-01-15,1.04
2009-01-16,1.036
2009-01-19,1.034
2009-01-20,1.029
2009-01-21,1.027
2009-01-22,1.032
2009-01-23,1.033
2009-02-02,1.032
2009-02-03,1.028
2009-02-04,1.023
2009-02-05,1.019
2009-02-06,1.022
2009-02-09,1.024
2009-02-10,1.023
2009-02-11,1.023
2009-02-12,1.026
2009-02-13,1.027
2009-02-16,1.027
2009-02-17,1.025
2009-02-18,1.025
2009-02-19,1.027
2009-02-20,1.027
2009-02-23,1.028
2009-02-24,1.029
2009-02-25,1.03
2009-02-26,1.03
2009-02-27,1.03
2009-03-02,1.03
2009-03-03,1.03
2009-03-04,1.03
2009-03-05,1.03
2009-03-06,1.031
2009-03-09,1.031
2009-03-10,1.031
2009-03-11,1.032
2009-03-12,1.033
2009-03-13,1.032
2009-03-16,1.032
2009-03-17,1.033
2009-03-18,1.033
2009-03-19,1.035
2009-03-20,1.036
2009-03-23,1.037
2009-03-24,1.037
2009-03-25,1.036
2009-03-26,1.037
2009-03-27,1.035
2009-03-30,1.035
2009-03-31,1.034
2009-04-01,1.035
2009-04-02,1.036
2009-04-03,1.035
2009-04-07,1.033
2009-04-08,1.03
2009-04-09,1.03
2009-04-10,1.03
2009-04-13,1.03
2009-04-14,1.03
2009-04-15,1.031
2009-04-16,1.031
2009-04-17,1.033
2009-04-20,1.033
2009-04-21,1.033
2009-04-22,1.031
