净值日期,累计净值
2012-03-21,1.0
2012-03-23,1.0
2012-03-26,1.001
2012-03-27,1.001
2012-03-28,1.001
2012-03-29,1.001
2012-03-30,1.002
2012-04-05,1.004
2012-04-06,1.005
2012-04-09,1.006
2012-04-10,1.007
2012-04-11,1.008
2012-04-12,1.009
2012-04-13,1.009
2012-04-16,1.01
2012-04-17,1.011
2012-04-18,1.012
2012-04-19,1.013
2012-04-20,1.013
2012-04-23,1.015
2012-04-24,1.017
2012-04-25,1.017
2012-04-26,1.018
2012-04-27,1.018
2012-05-02,1.019
2012-05-03,1.02
2012-05-04,1.021
2012-05-07,1.021
2012-05-08,1.021
2012-05-09,1.021
2012-05-10,1.022
2012-05-11,1.023
2012-05-14,1.025
2012-05-15,1.027
2012-05-16,1.028
2012-05-17,1.029
2012-05-18,1.03
2012-05-21,1.032
2012-05-22,1.032
2012-05-23,1.033
2012-05-24,1.034
2012-05-25,1.038
2012-05-28,1.04
2012-05-29,1.04
2012-05-30,1.041
2012-05-31,1.042
2012-06-01,1.042
2012-06-04,1.044
2012-06-05,1.045
2012-06-06,1.046
2012-06-07,1.047
2012-06-08,1.053
2012-06-11,1.053
2012-06-12,1.053
2012-06-13,1.053
2012-06-14,1.053
2012-06-15,1.054
2012-06-18,1.054
2012-06-19,1.052
2012-06-20,1.053
2012-06-21,1.054
2012-06-25,1.054
2012-06-26,1.054
2012-06-27,1.054
2012-06-28,1.054
2012-06-29,1.055
2012-06-30,1.055
2012-07-02,1.055
2012-07-03,1.056
2012-07-04,1.057
2012-07-05,1.061
2012-07-06,1.061
2012-07-09,1.062
2012-07-10,1.061
2012-07-11,1.061
2012-07-12,1.062
2012-07-13,1.063
2012-07-16,1.064
2012-07-17,1.063
2012-07-18,1.063
2012-07-19,1.063
2012-07-20,1.063
2012-07-23,1.063
2012-07-24,1.063
2012-07-25,1.062
2012-07-26,1.061
2012-07-27,1.061
2012-07-30,1.061
2012-07-31,1.06
2012-08-01,1.06
2012-08-02,1.059
2012-08-03,1.058
2012-08-06,1.057
2012-08-07,1.056
2012-08-08,1.055
2012-08-09,1.055
2012-08-10,1.053
2012-08-13,1.055
2012-08-14,1.054
2012-08-15,1.054
2012-08-16,1.054
2012-08-17,1.053
2012-08-20,1.05
2012-08-21,1.049
2012-08-22,1.047
2012-08-23,1.047
2012-08-24,1.047
2012-08-27,1.046
2012-08-28,1.045
2012-08-29,1.045
2012-08-30,1.044
