净值日期,累计净值
2003-12-02,1.0
2003-12-22,1.0008
2003-12-23,1.0009
2003-12-24,1.0012
2003-12-25,1.0012
2003-12-26,1.0013
2003-12-29,1.0015
2003-12-30,1.0015
2003-12-31,1.0015
2004-01-02,1.0016
2004-01-05,1.0018
2004-01-06,1.0017
2004-01-07,1.002
2004-01-08,1.0022
2004-01-09,1.0019
2004-01-12,1.002
2004-01-13,1.0022
2004-01-14,1.0022
2004-01-15,1.0022
2004-01-16,1.0033
2004-01-29,1.0059
2004-01-30,1.012
2004-02-02,1.0157
2004-02-03,1.0166
2004-02-04,1.0186
2004-02-05,1.0197
2004-02-06,1.0194
2004-02-09,1.0203
2004-02-10,1.0219
2004-02-11,1.0226
2004-02-12,1.0262
2004-02-13,1.0268
2004-02-16,1.0295
2004-02-17,1.032
2004-02-18,1.034
2004-02-19,1.0356
2004-02-20,1.0356
2004-02-23,1.0229
2004-02-24,1.0209
2004-02-25,1.0181
2004-02-26,1.0198
2004-02-27,1.0222
2004-03-01,1.0268
2004-03-02,1.0272
2004-03-03,1.0243
2004-03-04,1.0252
2004-03-05,1.0253
2004-03-08,1.0245
2004-03-09,1.0246
2004-03-10,1.0263
2004-03-11,1.0299
2004-03-12,1.0317
2004-03-15,1.035
2004-03-16,1.0363
2004-03-17,1.0376
2004-03-18,1.0359
2004-03-19,1.0378
2004-03-22,1.0381
2004-03-23,1.0377
2004-03-24,1.036
2004-03-25,1.0366
2004-03-26,1.0372
2004-03-29,1.036
2004-03-30,1.0353
2004-03-31,1.0388
2004-04-01,1.0414
2004-04-02,1.0501
2004-04-05,1.0568
2004-04-06,1.0585
2004-04-07,1.0635
2004-04-08,1.0646
2004-04-09,1.0548
2004-04-12,1.0522
2004-04-13,1.0516
2004-04-14,1.0407
2004-04-15,1.0392
2004-04-16,1.0398
2004-04-19,1.0376
2004-04-20,1.0336
2004-04-21,1.0278
2004-04-22,1.0253
2004-04-23,1.0222
2004-04-26,1.0219
2004-04-27,1.0196
2004-04-28,1.0143
2004-04-29,0.9988
2004-04-30,1.0052
2004-05-10,0.9986
2004-05-11,0.9963
2004-05-12,1.0028
2004-05-13,1.0025
2004-05-14,0.9992
2004-05-17,0.9993
2004-05-18,0.999
2004-05-19,1.0025
2004-05-20,1.0013
2004-05-21,1.0057
2004-05-24,1.0049
2004-05-25,1.0037
2004-05-26,1.003
2004-05-27,1.0061
2004-05-28,1.0074
2004-05-31,1.0073
2004-06-01,1.0102
2004-06-02,1.0093
2004-06-03,1.0091
2004-06-04,1.0074
2004-06-07,1.0043
2004-06-08,1.0025
2004-06-09,0.9982
2004-06-10,0.9991
2004-06-11,0.9983
2004-06-14,0.9969
2004-06-15,0.9972
2004-06-16,0.9978
2004-06-17,0.9947
2004-06-18,0.9929
2004-06-21,0.9905
2004-06-22,0.9921
2004-06-23,0.9923
2004-06-24,0.9918
2004-06-25,0.9907
2004-06-28,0.9902
2004-06-29,0.9923
2004-06-30,0.9938
2004-07-01,0.9978
2004-07-02,0.9981
2004-07-05,0.9976
2004-07-06,1.001
2004-07-07,1.0002
2004-07-08,1.0001
2004-07-09,0.9998
2004-07-12,0.9989
2004-07-13,0.9973
2004-07-14,0.9978
2004-07-15,0.9981
2004-07-16,1.0036
2004-07-19,1.0028
2004-07-20,0.9993
2004-07-21,0.9977
