date,close
20050101,1036.3
20050104,1036.3
20050105,1037.58
20050106,1036.93
20050107,1037.02
20050110,1038.9
20050111,1040.04
20050112,1040.24
20050113,1040.88
20050114,1040.25
20050117,1037.58
20050118,1036.57
20050119,1035.49
20050120,1034.47
20050121,1038.3
20050124,1042.01
20050125,1043.1
20050126,1043.43
20050127,1041.88
20050128,1041.75
20050131,1042.82
20050201,1043.26
20050202,1051.03
20050203,1051.85
20050204,1056.63
20050216,1059.5
20050217,1057.81
20050218,1055.92
20050221,1060.34
20050222,1063.96
20050223,1064.3
20050224,1063.36
20050225,1067.2
20050228,1065.98
20050301,1065.89
20050302,1063.03
20050303,1063.2
20050304,1063.18
20050307,1064.29
20050308,1068.53
20050309,1069.33
20050310,1066.09
20050311,1067.83
20050314,1070.51
20050315,1068.65
20050316,1066.21
20050317,1064.8
20050318,1062.75
20050321,1063.48
20050322,1063.39
20050323,1062.2
20050324,1061.95
20050325,1063.05
20050328,1063.37
20050329,1062.69
20050330,1060.78
20050331,1061.36
20050401,1068.33
20050404,1068.27
20050405,1068.83
20050406,1074.82
20050407,1077.53
20050408,1080.59
20050411,1078.42
20050412,1078.77
20050413,1081.53
20050414,1080.58
20050415,1078.7
20050418,1078.27
20050419,1077.35
20050420,1076.32
20050421,1077.09
20050422,1077.3
20050425,1078.01
20050426,1079.34
20050427,1079.7
20050428,1082.72
20050429,1082.08
20050509,1079.03
20050510,1080.1
20050511,1077.31
20050512,1072.79
20050513,1070.5
20050516,1067.52
20050517,1069.53
20050518,1068.57
20050519,1070.28
20050520,1070.1
20050523,1067.03
20050524,1067.81
20050525,1068.43
20050526,1066.45
20050527,1063.39
20050530,1063.54
20050531,1063.74
20050601,1061.4
20050602,1055.83
20050603,1055.31
20050606,1059.57
20050607,1059.99
20050608,1075.93
20050609,1077.51
20050610,1073.51
20050613,1073.01
20050614,1072.34
20050615,1071.46
20050616,1075.05
20050617,1077.03
20050620,1083.37
20050621,1083.33
20050622,1086.39
20050623,1085.81
20050624,1086.43
20050627,1089.6
20050628,1087.52
20050629,1086.47
20050630,1083.56
20050701,1080.64
20050704,1080.58
20050705,1081.07
20050706,1080.51
20050707,1081.32
20050708,1081.06
20050711,1081.91
20050712,1086.73
20050713,1086.47
20050714,1088.24
20050715,1087.89
20050718,1087.06
20050719,1085.1
20050720,1087.2
20050721,1087.2
20050722,1090.58
20050725,1091.61
20050726,1095.38
20050727,1098.8
20050728,1099.87
20050729,1100.28
20050801,1101.45
20050802,1103.97
20050803,1104.97
20050804,1103.52
20050805,1109.05
20050808,1110.25
20050809,1110.8
20050810,1112.32
20050811,1114.9
20050812,1111.75
20050815,1117.44
20050816,1114.85
20050817,1116.03
20050818,1110.55
20050819,1111.76
20050822,1113.65
20050823,1114.09
20050824,1114.69
20050825,1114.38
20050826,1113.24
20050829,1111.18
20050830,1111.0
20050831,1114.65
20050901,1118.01
20050902,1118.6
20050905,1118.4
20050906,1117.81
20050907,1120.74
20050908,1121.64
20050909,1122.75
20050912,1123.78
20050913,1125.4
20050914,1126.66
20050915,1127.33
