date,nav
20100322,0.993
20100323,0.985
20100324,0.985
20100325,0.972
20100326,0.985
20100329,1.008
20100330,1.011
20100331,1.005
20100401,1.018
20100402,1.022
20100406,1.021
20100407,1.016
20100408,1.005
20100409,1.014
20100412,1.006
20100413,1.018
20100414,1.021
20100415,1.019
20100416,1.008
20100419,0.956
20100420,0.953
20100421,0.971
20100422,0.96
20100423,0.957
20100426,0.952
20100427,0.933
20100428,0.93
20100429,0.919
20100430,0.922
20100504,0.91
20100505,0.915
20100506,0.876
20100507,0.859
20100510,0.866
20100511,0.849
20100512,0.854
20100513,0.874
20100514,0.868
20100517,0.825
20100518,0.84
20100519,0.838
20100520,0.828
20100521,0.84
20100524,0.87
20100525,0.853
20100526,0.853
20100527,0.866
20100528,0.864
20100531,0.841
20100601,0.832
20100602,0.837
20100603,0.831
20100604,0.834
20100607,0.82
20100608,0.821
20100609,0.845
20100610,0.835
20100611,0.838
20100617,0.833
20100618,0.82
20100621,0.844
20100622,0.845
20100623,0.838
20100624,0.838
20100625,0.832
20100628,0.827
20100629,0.791
20100630,0.781
20100701,0.77
20100702,0.773
20100705,0.767
20100706,0.782
20100707,0.787
20100708,0.786
20100709,0.808
20100712,0.817
20100713,0.805
20100714,0.81
20100715,0.796
20100716,0.799
20100719,0.819
20100720,0.837
20100721,0.839
20100722,0.849
20100723,0.853
20100726,0.858
20100727,0.853
20100728,0.873
20100729,0.878
20100730,0.875
20100802,0.89
20100803,0.874
20100804,0.877
20100805,0.869
20100806,0.883
20100809,0.889
20100810,0.864
20100811,0.869
20100812,0.859
20100813,0.87
20100816,0.89
20100817,0.896
20100818,0.895
20100819,0.9
20100820,0.883
20100823,0.883
20100824,0.887
20100825,0.866
20100826,0.868
20100827,0.87
20100830,0.887
20100831,0.883
20100901,0.878
20100902,0.888
20100903,0.887
20100906,0.903
20100907,0.905
20100908,0.905
20100909,0.889
20100910,0.891
20100913,0.9
20100914,0.901
20100915,0.886
20100916,0.87
20100917,0.871
20100920,0.868
20100921,0.87
20100927,0.884
20100928,0.877
20100929,0.875
20100930,0.892
20101008,0.923
20101011,0.948
20101012,0.959
20101013,0.971
20101014,0.973
20101015,1.003
20101018,0.997
20101019,1.017
20101020,1.023
20101021,1.017
20101022,1.018
20101025,1.048
20101026,1.043
20101027,1.025
20101028,1.024
20101029,1.019
20101101,1.045
20101102,1.042
20101103,1.03
20101104,1.047
20101105,1.059
20101108,1.067
20101109,1.059
20101110,1.052
20101111,1.055
20101112,0.992
20101115,1.0
20101116,0.958
20101117,0.94
20101118,0.952
20101119,0.961
20101122,0.959
20101123,0.939
20101124,0.96
20101125,0.973
20101126,0.965
20101129,0.963
20101130,0.948
20101201,0.948
20101202,0.953
20101203,0.954
20101206,0.956
20101207,0.966
20101208,0.958
20101209,0.944
20101210,0.954
20101213,0.983
20101214,0.985
20101215,0.979
20101216,0.974
20101217,0.972
20101220,0.959
20101221,0.98
20101222,0.97
20101223,0.962
20101224,0.955
20101227,0.937
20101228,0.921
20101229,0.926
20101230,0.927
20101231,0.945
20110104,0.962
20110105,0.959
20110106,0.954
20110107,0.956
20110110,0.939
20110111,0.944
20110112,0.949
20110113,0.949
20110114,0.935
20110117,0.901
20110118,0.902
20110119,0.921
20110120,0.893
20110121,0.903
20110124,0.895
20110125,0.89
20110126,0.902
20110127,0.915
20110128,0.918
20110131,0.929
20110201,0.929
20110209,0.919
20110210,0.937
20110211,0.941
20110214,0.969
20110215,0.969
20110216,0.978
20110217,0.977
20110218,0.967
20110221,0.98
20110222,0.954
20110223,0.957
20110224,0.961
20110225,0.963
20110228,0.975
20110301,0.98
20110302,0.976
20110303,0.97
20110304,0.984
20110307,1.002
20110308,1.003
20110309,1.004
20110310,0.987
20110311,0.978
20110314,0.982
20110315,0.965
20110316,0.978
20110317,0.963
20110318,0.969
20110321,0.966
20110322,0.971
20110323,0.983
20110324,0.979
20110325,0.992
20110328,0.991
20110329,0.981
20110330,0.981
20110331,0.972
20110401,0.986
20110406,0.997
20110407,1.0
20110408,1.009
20110411,1.003
20110412,1.001
20110413,1.014
20110414,1.009
20110415,1.01
20110418,1.01
20110419,0.993
20110420,0.992
20110421,0.999
20110422,0.994
20110425,0.979
20110426,0.974
20110427,0.968
20110428,0.955
20110429,0.963
20110503,0.969
20110504,0.946
20110505,0.945
20110506,0.943
20110509,0.946
20110510,0.953
20110511,0.95
20110512,0.938
20110513,0.945
20110516,0.938
20110517,0.942
20110518,0.949
20110519,0.943
20110520,0.944
20110523,0.916
20110524,0.916
20110525,0.906
20110526,0.903
20110527,0.899
20110530,0.896
20110531,0.91
20110601,0.91
20110602,0.897
20110603,0.906
20110607,0.911
20110608,0.912
20110609,0.897
20110610,0.9
20110613,0.898
20110614,0.91
20110615,0.902
20110616,0.89
20110617,0.883
20110620,0.878
20110621,0.888
20110622,0.888
20110623,0.902
20110624,0.922
20110627,0.925
20110628,0.926
20110629,0.915
20110630,0.927
20110701,0.929
20110704,0.95
20110705,0.95
20110706,0.948
20110707,0.9447
20110708,0.9471
20110711,0.9481
20110712,0.9318
20110713,0.946
20110714,0.9491
20110715,0.953
20110718,0.9511
20110719,0.9432
20110720,0.9421
20110721,0.9329
20110722,0.9355
20110725,0.9069
20110726,0.9096
20110727,0.916
20110728,0.9104
20110729,0.9079
20110801,0.9095
20110802,0.9034
20110803,0.9029
20110804,0.9045
20110805,0.8865
20110808,0.8566
20110809,0.8579
20110810,0.8654
20110811,0.8777
20110812,0.88
20110815,0.8923
20110816,0.8864
20110817,0.8831
20110818,0.8683
20110819,0.8607
20110822,0.852
20110823,0.8645
20110824,0.8612
20110825,0.8881
20110826,0.8874
20110829,0.8731
20110830,0.8699
20110831,0.8713
20110901,0.8678
20110902,0.859
20110905,0.8417
20110906,0.8359
20110907,0.8519
20110908,0.8454
20110909,0.844
20110913,0.8352
20110914,0.8388
20110915,0.8376
20110916,0.839
20110919,0.8233
20110920,0.8263
20110921,0.8493
20110922,0.825
20110923,0.8205
20110926,0.8038
20110927,0.8114
20110928,0.8037
20110929,0.7972
20110930,0.7952
20111010,0.7881
20111011,0.7865
20111012,0.813
20111013,0.8182
20111014,0.8157
20111017,0.8194
20111018,0.7982
20111019,0.7956
20111020,0.778
20111021,0.7744
20111024,0.794
20111025,0.8078
20111026,0.8153
20111027,0.8169
20111028,0.8318
20111031,0.8279
20111101,0.8285
20111102,0.8414
20111103,0.842
20111104,0.8476
20111107,0.8395
20111108,0.8371
20111109,0.8441
20111110,0.8291
20111111,0.8278
20111114,0.8436
20111115,0.8421
20111116,0.8206
20111117,0.8183
20111118,0.8023
20111121,0.803
20111122,0.8027
20111123,0.7953
20111124,0.7968
20111125,0.7912
20111128,0.7923
20111129,0.8025
20111130,0.7773
20111201,0.7953
20111202,0.7876
20111205,0.7772
20111206,0.7756
20111207,0.7791
20111208,0.7773
20111209,0.7714
20111212,0.7643
20111213,0.7481
20111214,0.7413
20111215,0.7253
20111216,0.7397
20111219,0.7381
20111220,0.7362
20111221,0.7252
20111222,0.7259
20111223,0.731
20111226,0.7244
20111227,0.7157
20111228,0.7166
20111229,0.7176
20111230,0.7275
20111231,0.7275
20120104,0.7139
20120105,0.7073
20120106,0.7113
20120109,0.7337
20120110,0.7566
20120111,0.7532
20120112,0.7532
20120113,0.7413
20120116,0.7272
20120117,0.7604
20120118,0.7494
20120119,0.7627
20120120,0.773
20120130,0.7603
20120131,0.7613
20120201,0.7509
20120202,0.7675
20120203,0.7733
20120206,0.7727
20120207,0.7593
20120208,0.7796
20120209,0.7797
20120210,0.7807
20120213,0.7801
20120214,0.7772
20120215,0.7853
20120216,0.7815
20120217,0.7815
20120220,0.7826
20120221,0.7889
20120222,0.7989
20120223,0.8011
20120224,0.8134
20120227,0.8158
20120228,0.8175
20120229,0.8092
20120301,0.8089
20120302,0.8223
20120305,0.8173
20120306,0.8051
20120307,0.7997
20120308,0.8094
20120309,0.8177
20120312,0.8148
20120313,0.8225
20120314,0.8004
20120315,0.7949
20120316,0.8059
20120319,0.8078
20120320,0.7946
20120321,0.7957
20120322,0.7946
20120323,0.7855
20120326,0.7863
20120327,0.7839
20120328,0.7627
20120329,0.7534
20120330,0.7569
20120331,0.7569
20120405,0.7736
20120406,0.7757
20120409,0.7685
20120410,0.7756
20120411,0.7758
20120412,0.7906
20120413,0.7936
20120416,0.7917
20120417,0.7822
20120418,0.7993
20120419,0.7983
20120420,0.8073
20120423,0.8012
20120424,0.8011
20120425,0.8072
20120426,0.8087
20120427,0.8072
20120502,0.8237
20120503,0.8257
20120504,0.8327
20120507,0.8335
20120508,0.8311
20120509,0.8164
20120510,0.8164
20120511,0.8106
20120514,0.8046
20120515,0.8053
20120516,0.7933
20120517,0.8045
20120518,0.7934
20120521,0.7969
20120522,0.8082
20120523,0.8051
20120524,0.7992
20120525,0.7929
20120528,0.805
20120529,0.8153
20120530,0.8129
20120531,0.8105
20120601,0.811
20120604,0.7896
20120605,0.7897
20120606,0.7893
20120607,0.7857
20120608,0.781
20120611,0.7915
20120612,0.7866
20120613,0.7984
20120614,0.793
20120615,0.7954
20120618,0.7994
20120619,0.7929
20120620,0.7914
20120621,0.7798
20120625,0.7644
20120626,0.7654
20120627,0.7632
20120628,0.7573
20120629,0.7678
20120630,0.7678
20120702,0.769
20120703,0.7699
20120704,0.769
20120705,0.7595
20120706,0.772
20120709,0.7556
20120710,0.753
20120711,0.7586
20120712,0.7655
20120713,0.7659
20120716,0.7513
20120717,0.7556
20120718,0.7559
20120719,0.7591
20120720,0.7518
20120723,0.7421
20120724,0.7451
20120725,0.7405
20120726,0.7368
20120727,0.7373
20120730,0.7337
20120731,0.7329
20120801,0.7404
20120802,0.734
20120803,0.7395
20120806,0.7488
20120807,0.7497
20120808,0.7501
20120809,0.7563
20120810,0.753
20120813,0.7391
20120814,0.7405
20120815,0.7331
20120816,0.7296
20120817,0.7281
20120820,0.7247
20120821,0.7281
20120822,0.723
20120823,0.725
20120824,0.7174
20120827,0.7036
20120828,0.7068
20120829,0.7
20120830,0.699
20120831,0.6971
20120903,0.7044
20120904,0.6975
20120905,0.6961
20120906,0.7014
20120907,0.7304
20120910,0.7331
20120911,0.7286
20120912,0.731
20120913,0.7248
20120914,0.7296
20120917,0.7131
20120918,0.706
20120919,0.7092
20120920,0.6942
20120921,0.6951
20120924,0.7
20120925,0.6984
20120926,0.6909
20120927,0.7103
20120928,0.7224
20120930,0.7224
20121008,0.7156
20121009,0.7304
20121010,0.7315
20121011,0.725
20121012,0.7256
20121015,0.7226
20121016,0.7235
20121017,0.7243
20121018,0.7349
20121019,0.7338
20121022,0.7365
20121023,0.7277
20121024,0.7265
20121025,0.7214
20121026,0.7085
20121029,0.7049
20121030,0.706
20121031,0.7105
20121101,0.7232
20121102,0.7258
20121105,0.7244
20121106,0.7215
20121107,0.7201
20121108,0.7075
20121109,0.7062
20121112,0.7094
20121113,0.6976
20121114,0.7008
20121115,0.6921
20121116,0.6871
20121119,0.6865
20121120,0.6835
20121121,0.6924
20121122,0.6873
20121123,0.6919
20121126,0.6867
20121127,0.6793
20121128,0.6725
20121129,0.6685
20121130,0.6758
20121203,0.6665
20121204,0.6733
20121205,0.6959
20121206,0.6946
20121207,0.7074
20121210,0.7147
20121211,0.7108
20121212,0.7136
20121213,0.7064
20121214,0.7379
20121217,0.7408
20121218,0.7411
20121219,0.7419
20121220,0.746
20121221,0.7423
20121224,0.7451
20121225,0.765
20121226,0.7676
20121227,0.7636
20121228,0.7743
20121231,0.7877
20130104,0.7881
20130107,0.7915
20130108,0.7883
20130109,0.7885
20130110,0.79
20130111,0.7755
20130114,0.8038
20130115,0.8093
20130116,0.8037
20130117,0.7963
20130118,0.8095
20130121,0.813
20130122,0.809
20130123,0.8121
20130124,0.8047
20130125,0.8015
20130128,0.8253
20130129,0.8327
20130130,0.8365
20130131,0.8359
20130201,0.8525
20130204,0.8539
20130205,0.8608
20130206,0.8617
20130207,0.8567
20130208,0.8602
20130218,0.8501
20130219,0.8349
20130220,0.8401
20130221,0.8128
20130222,0.8086
20130225,0.811
20130226,0.7999
20130227,0.8078
20130228,0.8307
20130301,0.8295
20130304,0.7933
20130305,0.8163
20130306,0.8243
20130307,0.8152
20130308,0.8115
20130311,0.8073
20130312,0.7964
20130313,0.7879
20130314,0.7898
20130315,0.7912
20130318,0.7803
20130319,0.7869
20130320,0.8121
20130321,0.8136
20130322,0.8146
20130325,0.8128
20130326,0.8016
20130327,0.8042
20130328,0.7795
20130329,0.7785
20130401,0.7776
20130402,0.7755
20130403,0.7747
20130408,0.7713
20130409,0.7764
20130410,0.7751
20130411,0.7729
20130412,0.7683
20130415,0.7608
20130416,0.7676
20130417,0.7673
20130418,0.7693
20130419,0.7896
20130422,0.7886
20130423,0.7647
20130424,0.7783
20130425,0.7701
20130426,0.7641
20130502,0.7647
20130503,0.7775
20130506,0.7872
20130507,0.7884
20130508,0.792
20130509,0.7876
20130510,0.7916
20130513,0.7887
20130514,0.7774
20130515,0.7817
20130516,0.7957
20130517,0.8073
20130520,0.8127
20130521,0.8142
20130522,0.8153
20130523,0.8051
20130524,0.8095
20130527,0.8103
20130528,0.8234
20130529,0.8228
20130530,0.8205
20130531,0.8125
20130603,0.8125
20130604,0.8017
20130605,0.8004
20130606,0.7912
20130607,0.7792
20130613,0.7552
20130614,0.7603
20130617,0.7565
20130618,0.7614
20130619,0.7563
20130620,0.7325
20130621,0.7318
20130624,0.6877
20130625,0.686
20130626,0.6875
20130627,0.6855
20130628,0.6983
20130630,0.6983
20130701,0.7026
20130702,0.7055
20130703,0.7009
20130704,0.7064
20130705,0.7079
20130708,0.6896
20130709,0.6894
20130710,0.708
20130711,0.7401
20130712,0.7247
20130715,0.7342
20130716,0.7374
20130717,0.7271
20130718,0.7159
20130719,0.6994
20130722,0.7036
20130723,0.723
20130724,0.7183
20130725,0.715
20130726,0.711
20130729,0.6965
20130730,0.7005
20130731,0.7017
20130801,0.7176
20130802,0.7182
20130805,0.7276
20130806,0.7322
20130807,0.7283
20130808,0.7274
20130809,0.7303
20130812,0.7505
20130813,0.7524
20130814,0.7494
20130815,0.7412
20130816,0.736
20130819,0.7443
20130820,0.7386
20130821,0.7374
20130822,0.7361
20130823,0.7311
20130826,0.7458
20130827,0.7474
20130828,0.7435
20130829,0.7406
20130830,0.7394
20130902,0.7412
20130903,0.7517
20130904,0.7505
20130905,0.7479
20130906,0.7528
20130909,0.7778
20130910,0.7887
20130911,0.7913
20130912,0.7988
20130913,0.7933
20130916,0.7901
20130917,0.7745
20130918,0.7765
20130923,0.7885
20130924,0.7799
20130925,0.7754
20130926,0.7621
20130927,0.7651
20130930,0.7691
20131008,0.7785
20131009,0.782
20131010,0.7747
20131011,0.7857
20131014,0.7866
20131015,0.7851
20131016,0.7719
20131017,0.7692
20131018,0.7727
20131021,0.786
20131022,0.7784
20131023,0.7703
20131024,0.7648
20131025,0.7552
20131028,0.7543
20131029,0.7561
20131030,0.7666
20131031,0.7565
20131101,0.7599
20131104,0.7585
20131105,0.7594
20131106,0.7503
20131107,0.7463
20131108,0.7365
20131111,0.7388
20131112,0.7459
20131113,0.7303
20131114,0.7351
20131115,0.7488
20131118,0.7723
20131119,0.7672
20131120,0.7709
20131121,0.7664
20131122,0.7628
20131125,0.76
20131126,0.7597
20131127,0.7677
20131128,0.775
20131129,0.7749
20131202,0.7688
20131203,0.7758
20131204,0.7855
20131205,0.7834
20131206,0.7786
20131209,0.778
20131210,0.7789
20131211,0.7669
20131212,0.7661
20131213,0.765
20131216,0.7531
20131217,0.7497
20131218,0.7499
20131219,0.7425
20131220,0.7267
20131223,0.7282
20131224,0.7295
20131225,0.7346
20131226,0.7227
20131227,0.734
20131230,0.7329
20131231,0.742
20140102,0.7395
20140103,0.7304
20140106,0.7153
20140107,0.7152
20140108,0.7164
20140109,0.7106
20140110,0.7054
20140113,0.7021
20140114,0.7078
20140115,0.7066
20140116,0.7075
20140117,0.6974
20140120,0.6936
20140121,0.7
20140122,0.717
20140123,0.7134
20140124,0.7176
20140127,0.7085
20140128,0.7097
20140129,0.7121
20140130,0.7045
20140207,0.7074
20140210,0.724
20140211,0.7294
20140212,0.7311
20140213,0.7275
20140214,0.7323
20140217,0.7371
20140218,0.7284
20140219,0.7363
20140220,0.7298
20140221,0.723
20140224,0.7081
20140225,0.6911
20140226,0.6927
20140227,0.6899
20140228,0.6974
20140303,0.7008
20140304,0.699
20140305,0.6928
20140306,0.6957
20140307,0.6941
20140310,0.6728
20140311,0.6762
20140312,0.6778
20140313,0.6857
20140314,0.6804
20140317,0.6864
20140318,0.6849
20140319,0.6797
20140320,0.6695
20140321,0.6912
20140324,0.6965
20140325,0.6958
20140326,0.6948
20140327,0.6903
20140328,0.6891
20140331,0.6874
20140401,0.6924
20140402,0.6977
20140403,0.693
20140404,0.6991
20140408,0.7148
20140409,0.7152
20140410,0.7259
20140411,0.725
20140414,0.7244
20140415,0.7125
20140416,0.7135
20140417,0.7111
20140418,0.7111
20140421,0.6998
20140422,0.7026
20140423,0.702
20140424,0.7009
20140425,0.6941
20140428,0.6842
20140429,0.6913
20140430,0.6915
20140505,0.6908
20140506,0.691
20140507,0.685
20140508,0.6851
20140509,0.6847
20140512,0.6985
20140513,0.6969
20140514,0.6963
20140515,0.6878
20140516,0.6884
20140519,0.6791
20140520,0.6794
20140521,0.6855
20140522,0.6842
20140523,0.6897
20140526,0.6921
20140527,0.6895
20140528,0.6962
20140529,0.692
20140530,0.6924
20140603,0.6906
20140604,0.684
20140605,0.6909
20140606,0.6865
20140609,0.6864
20140610,0.6946
20140611,0.6943
20140612,0.6923
20140613,0.6993
20140616,0.704
20140617,0.698
20140618,0.6954
20140619,0.6855
20140620,0.6891
20140623,0.6885
20140624,0.6928
20140625,0.6898
20140626,0.6948
20140627,0.6956
20140630,0.7002
20140701,0.7001
20140702,0.7023
20140703,0.7056
20140704,0.7053
20140707,0.7047
20140708,0.706
20140709,0.6965
20140710,0.6955
20140711,0.6992
20140714,0.7068
20140715,0.7078
20140716,0.7067
20140717,0.7033
20140718,0.7065
20140721,0.7071
20140722,0.7153
20140723,0.7169
20140724,0.729
20140725,0.7365
20140728,0.756
20140729,0.7584
20140730,0.7561
20140731,0.7648
20140801,0.7584
20140804,0.773
20140805,0.771
20140806,0.7692
20140807,0.7582
20140808,0.7596
20140811,0.7701
20140812,0.7675
20140813,0.768
20140814,0.761
20140815,0.7688
20140818,0.7731
20140819,0.7731
20140820,0.7706
20140821,0.7669
20140822,0.7703
20140825,0.7634
20140826,0.7576
20140827,0.7587
20140828,0.7537
20140829,0.762
20140901,0.7672
20140902,0.7767
20140903,0.7836
20140904,0.7889
20140905,0.796
20140909,0.7946
20140910,0.7908
20140911,0.788
20140912,0.7926
20140915,0.7923
20140916,0.7775
20140917,0.7813
20140918,0.7835
20140919,0.7886
20140922,0.7743
20140923,0.7806
20140924,0.7936
20140925,0.7921
20140926,0.792
20140929,0.7951
20140930,0.7961
20141008,0.8044
20141009,0.8056
20141010,0.8009
20141013,0.7973
20141014,0.7946
20141015,0.7998
20141016,0.7938
20141017,0.793
20141020,0.7969
20141021,0.7904
20141022,0.7859
20141023,0.779
20141024,0.7774
20141027,0.7707
20141028,0.7853
20141029,0.7959
20141030,0.8013
20141031,0.8133
20141103,0.8146
20141104,0.8148
20141105,0.8119
20141106,0.8126
20141107,0.8114
20141110,0.8308
20141111,0.8287
20141112,0.8393
20141113,0.835
20141114,0.8353
20141117,0.8311
20141118,0.8233
20141119,0.822
20141120,0.822
20141121,0.8363
20141124,0.8561
20141125,0.8668
20141126,0.8781
20141127,0.8872
20141128,0.9038
20141201,0.9072
20141202,0.9388
20141203,0.9519
20141204,0.9922
20141205,0.9981
20141208,1.0366
20141209,0.9941
20141210,1.028
20141211,1.0155
20141212,1.0187
20141215,1.0257
20141216,1.0512
20141217,1.0685
20141218,1.0643
20141219,1.0757
20141222,1.0787
20141223,1.058
20141224,1.0298
20141225,1.0609
20141226,1.0936
20141229,1.0965
20141230,1.0972
20141231,1.1199
20150105,1.1522
20150106,1.1511
20150107,1.152
20150108,1.1268
20150109,1.123
20150112,1.1129
20150113,1.113
20150114,1.1098
20150115,1.1398
20150116,1.1489
20150119,1.0649
20150120,1.0773
20150121,1.1224
20150122,1.1277
20150123,1.1289
20150126,1.1389
20150127,1.1292
20150128,1.1145
20150129,1.1015
20150130,1.0873
20150202,1.0594
20150203,1.084
20150204,1.0738
20150205,1.0639
20150206,1.048
20150209,1.0577
20150210,1.0755
20150211,1.0834
20150212,1.086
20150213,1.0938
20150216,1.1027
20150217,1.1094
20150225,1.0964
20150226,1.1222
20150227,1.1241
20150302,1.1321
20150303,1.1045
20150304,1.1112
20150305,1.1011
20150306,1.0958
20150309,1.1132
20150310,1.1082
20150311,1.1091
20150312,1.1292
20150313,1.1365
20150316,1.1626
20150317,1.1777
20150318,1.204
20150319,1.2023
20150320,1.218
20150323,1.2417
20150324,1.2423
20150325,1.2327
20150326,1.2353
20150327,1.2417
20150330,1.2755
20150331,1.2649
20150401,1.286
20150402,1.2864
20150403,1.2997
20150407,1.3257
20150408,1.336
20150409,1.3258
20150410,1.3499
20150413,1.3726
20150414,1.3779
20150415,1.3611
20150416,1.4001
20150417,1.4239
20150420,1.4023
20150421,1.4304
20150422,1.4662
20150423,1.4668
20150424,1.456
20150427,1.4864
20150428,1.4676
20150429,1.477
20150430,1.4706
20150504,1.4812
20150505,1.4258
20150506,1.4137
20150507,1.3891
20150508,1.4146
20150511,1.4522
20150512,1.4684
20150513,1.4607
20150514,1.4561
20150515,1.4326
20150518,1.4208
20150519,1.4655
20150520,1.4735
20150521,1.498
20150522,1.5295
20150525,1.5714
20150526,1.5989
20150527,1.5949
20150528,1.4961
20150529,1.4985
20150601,1.5674
20150602,1.5924
20150603,1.5879
20150604,1.5994
20150605,1.6136
20150608,1.6485
20150609,1.6377
20150610,1.636
20150611,1.6357
20150612,1.6443
20150615,1.6112
20150616,1.566
20150617,1.5872
20150618,1.5272
20150619,1.4436
20150623,1.4876
20150624,1.5149
20150625,1.4646
20150626,1.3581
20150629,1.3151
20150630,1.3984
20150701,1.3349
20150702,1.2926
20150703,1.2298
20150706,1.2628
20150707,1.2422
20150708,1.1892
20150709,1.2578
20150710,1.3152
20150713,1.3435
20150714,1.3095
20150715,1.2665
20150716,1.2753
20150717,1.3206
20150720,1.3223
20150721,1.3245
20150722,1.3219
20150723,1.3505
20150724,1.3281
20150727,1.2211
20150728,1.2184
20150729,1.2544
20150730,1.2197
20150731,1.2203
20150803,1.2236
20150804,1.2601
20150805,1.2355
20150806,1.2249
20150807,1.2478
20150810,1.2981
20150811,1.2926
20150812,1.2778
20150813,1.2953
20150814,1.2947
20150817,1.2955
20150818,1.2197
20150819,1.2375
20150820,1.1996
20150821,1.1475
20150824,1.0536
20150825,0.9827
20150826,0.9775
20150827,1.0314
20150828,1.0732
20150831,1.0797
20150901,1.0777
20150902,1.0791
20150907,1.0463
20150908,1.0727
20150909,1.0929
20150910,1.0802
20150911,1.0773
20150914,1.0555
20150915,1.0173
20150916,1.0654
20150917,1.0444
20150918,1.0487
20150921,1.0661
20150922,1.0754
20150923,1.053
20150924,1.0596
20150925,1.0434
20150928,1.0468
20150929,1.0278
20150930,1.0351
20151008,1.0632
20151009,1.0765
20151012,1.1092
20151013,1.1086
20151014,1.0968
20151015,1.1215
20151016,1.1358
20151019,1.1356
20151020,1.1489
20151021,1.1169
20151022,1.1328
20151023,1.1469
20151026,1.1522
20151027,1.1519
20151028,1.1312
20151029,1.1322
20151030,1.1328
20151102,1.1154
20151103,1.1121
20151104,1.1612
20151105,1.1841
20151106,1.2107
20151109,1.2249
20151110,1.2227
20151111,1.223
20151112,1.2116
20151113,1.1973
20151116,1.2051
20151117,1.2035
20151118,1.1907
20151119,1.2086
20151120,1.2084
20151123,1.2021
20151124,1.2024
20151125,1.2109
20151126,1.2042
20151127,1.1437
20151130,1.1463
20151201,1.1536
20151202,1.1918
20151203,1.2003
20151204,1.1793
20151207,1.1825
20151208,1.1635
20151209,1.1672
20151210,1.1634
20151211,1.1587
20151214,1.1889
20151215,1.184
20151216,1.1815
20151217,1.2026
20151218,1.2062
20151221,1.2351
20151222,1.2384
20151223,1.2352
20151224,1.2246
20151225,1.2271
20151228,1.1945
20151229,1.2042
20151230,1.2055
20151231,1.1953
20160104,1.1181
20160105,1.1198
20160106,1.1379
20160107,1.0628
20160108,1.0823
20160111,1.0315
20160112,1.0383
20160113,1.0201
20160114,1.0399
20160115,1.0087
20160118,1.0127
20160119,1.0406
20160120,1.0256
20160121,0.998
20160122,1.0075
20160125,1.0122
20160126,0.956
20160127,0.9526
20160128,0.9296
20160129,0.9574
20160201,0.9439
20160202,0.9626
20160203,0.9586
20160204,0.9692
20160205,0.9626
20160215,0.9574
20160216,0.9851
20160217,0.9931
20160218,0.9905
20160219,0.9898
20160222,1.01
20160223,1.001
20160224,1.0072
20160225,0.9489
20160226,0.9578
20160229,0.9358
20160301,0.9522
20160302,0.9892
20160303,0.9912
20160304,1.0011
20160307,1.0046
20160308,1.0052
20160309,0.9941
20160310,0.9763
20160311,0.9776
20160314,0.9926
20160315,0.9951
20160316,0.9994
20160317,1.0106
20160318,1.0254
20160321,1.0499
20160322,1.0427
20160323,1.0458
20160324,1.0295
20160325,1.0345
20160328,1.0259
20160329,1.0151
20160330,1.04
20160331,1.0406
20160401,1.0418
20160405,1.055
20160406,1.0533
20160407,1.0386
20160408,1.0314
20160411,1.0448
20160412,1.0412
20160413,1.0542
20160414,1.0587
20160415,1.0576
20160418,1.0442
20160419,1.0472
20160420,1.0287
20160421,1.0223
20160422,1.027
20160425,1.0229
20160426,1.0283
20160427,1.0244
20160428,1.023
20160429,1.022
