date,close
20180620,5879.98
20180621,5835.41
20180622,5849.07
20180625,5756.91
20180626,5685.84
20180627,5591.75
20180628,5533.23
20180629,5659.22
20180702,5468.48
20180703,5489.71
20180704,5435.8
20180705,5404.08
20180706,5434.7
20180709,5584.98
20180710,5596.41
20180711,5504.18
20180712,5597.76
20180713,5601.67
20180716,5547.23
20180717,5512.62
20180718,5491.87
20180719,5496.21
20180720,5617.9
20180723,5700.84
20180724,5790.42
20180725,5791.01
20180726,5747.26
20180727,5725.0
20180730,5748.66
20180731,5758.32
20180801,5641.98
20180802,5530.44
20180803,5473.08
20180806,5428.36
20180807,5587.74
20180808,5517.85
20180809,5627.22
20180810,5621.56
20180813,5584.34
20180814,5558.46
20180815,5437.07
20180816,5406.69
20180817,5344.08
20180820,5404.34
20180821,5480.15
20180822,5461.41
20180823,5470.02
20180824,5490.93
20180827,5598.18
20180828,5592.53
20180829,5563.1
20180830,5512.2
20180831,5502.41
20180903,5485.34
20180904,5552.83
20180905,5435.9
20180906,5387.12
20180907,5428.85
20180910,5378.2
20180911,5338.45
20180912,5316.17
20180913,5382.86
20180914,5392.25
20180917,5327.32
20180918,5435.65
20180919,5499.46
20180920,5499.69
20180921,5664.75
20180925,5618.07
20180926,5664.66
20180927,5643.63
20180928,5697.73
20181008,5487.58
20181009,5487.52
20181010,5503.35
20181011,5245.0
20181012,5322.44
20181015,5232.56
20181016,5191.64
20181017,5234.16
20181018,5103.83
20181019,5249.84
20181022,5437.65
20181023,5309.0
20181024,5340.18
20181025,5363.11
20181026,5360.25
20181029,5206.99
20181030,5262.04
20181031,5328.99
20181101,5344.41
20181102,5497.45
20181105,5461.64
20181106,5446.63
20181107,5416.73
20181108,5412.4
20181109,5316.92
20181112,5373.01
20181113,5422.96
20181114,5381.51
20181115,5440.96
20181116,5460.57
20181119,5511.8
20181120,5394.84
20181121,5401.69
20181122,5379.26
20181123,5263.11
20181126,5270.94
20181127,5256.35
20181128,5314.41
20181129,5252.01
20181130,5294.41
20181203,5424.74
20181204,5438.43
20181205,5405.62
20181206,5315.83
20181207,5320.45
20181210,5263.49
20181211,5282.4
20181212,5307.01
20181213,5384.05
20181214,5305.59
20181217,5310.36
20181218,5263.08
20181219,5212.74
20181220,5168.74
20181221,5123.33
20181224,5134.77
20181225,5097.04
20181226,5081.26
20181227,5062.9
20181228,5080.17
20190102,5005.9
20190103,5015.72
20190104,5112.44
20190107,5135.96
20190108,5120.22
20190109,5170.97
20190110,5157.49
20190111,5196.37
20190114,5161.35
20190115,5228.96
20190116,5235.84
20190117,5215.02
20190118,5304.41
20190121,5332.97
20190122,5269.3
20190123,5272.14
20190124,5294.37
20190125,5338.48
20190128,5336.8
20190129,5359.76
20190130,5328.56
20190131,5384.54
