date,close
20050104,1009.8659
20050105,1018.0376
20050106,1006.7553
20050107,1008.3612
20050110,1018.3815
20050111,1020.9634
20050112,1021.071
20050113,1021.9836
20050114,1014.4372
20050117,991.0386
20050118,997.6334
20050119,992.1643
20050120,979.5313
20050121,1006.814
20050124,1021.3334
20050125,1017.0967
20050126,1011.945
20050127,998.2373
20050128,988.9253
20050131,971.928
20050201,972.4983
20050202,1022.651
20050203,1007.9676
20050204,1030.9166
20050216,1038.302
20050217,1035.0338
20050218,1022.3382
20050221,1041.6002
20050222,1062.7848
20050223,1064.6233
20050224,1067.089
20050225,1068.3099
20050228,1062.7209
20050301,1059.6308
20050302,1043.8951
20050303,1049.995
20050304,1044.4987
20050307,1050.6507
20050308,1069.6747
20050309,1065.4419
20050310,1039.279
20050311,1042.0611
20050314,1045.5946
20050315,1029.8097
20050316,1020.2088
20050317,1010.1078
20050318,996.693
20050321,999.7984
20050322,978.6687
20050323,976.5916
20050324,984.6878
20050325,982.5949
20050328,980.008
20050329,976.0001
20050330,956.8754
20050331,960.5732
20050401,995.3526
20050404,978.6568
20050405,970.319
20050406,986.6698
20050407,996.6161
20050408,1013.6186
20050411,1008.0009
20050412,992.0117
20050413,1015.0406
20050414,1003.3417
20050415,989.8491
20050418,979.8214
20050419,981.3859
20050420,969.8266
20050421,961.3826
20050422,957.8274
20050425,947.3195
20050426,954.1802
20050427,942.7308
20050428,959.2236
20050429,950.2445
20050509,926.7696
20050510,930.2551
20050511,922.9153
20050512,907.0703
20050513,909.811
20050516,902.1114
20050517,908.6568
20050518,909.6061
20050519,911.135
20050520,909.2635
20050523,885.6398
20050524,890.5114
20050525,889.7736
20050526,877.8047
20050527,870.9385
20050530,878.8933
20050531,880.4877
20050601,863.1567
20050602,846.4516
20050603,846.2721
20050606,862.8918
20050607,861.6591
20050608,930.1097
20050609,934.0583
20050610,916.8278
20050613,919.3018
20050614,909.24
20050615,891.9346
20050616,904.157
20050617,910.0224
20050620,935.5481
20050621,925.3714
20050622,929.8555
20050623,921.7612
20050624,928.8296
20050627,946.4913
20050628,933.116
20050629,929.488
20050630,908.5534
20050701,888.803
20050704,882.5157
20050705,875.6981
20050706,872.7146
20050707,877.0389
20050708,859.499
20050711,855.1065
20050712,881.836
20050713,875.033
20050714,876.7939
20050715,864.8628
20050718,851.9927
20050719,855.9047
